    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z
112       -0.94105124          -0.94105124           -0.98361533        -0.93794240
113       -0.95729449          -0.95729449           -0.98676155        -0.96410577
114       -0.95789593          -0.95789593           -0.98789100        -0.95902004
115       -0.46183787          -0.46183787           -0.27567279        -0.52249476
116       -0.10287773          -0.10287773           -0.39091245        -0.44083726
117        0.09140768           0.09140768           -0.20657668        -0.35268728
118       -0.96506519          -0.96506519           -0.99144650        -0.97541025
119       -0.97537731          -0.97537731           -0.99036325        -0.97768084
120       -0.94825799          -0.94825799           -0.98012675        -0.95932550
121       -0.09939272          -0.09939272            0.03565588        -0.02184632
122       -0.17766683          -0.17766683           -0.28406069        -0.26440144
123        0.41347238           0.41347238            0.45061207         0.23782123
124       -0.95175566          -0.95175566           -0.98420518        -0.95049181
125       -0.96254934          -0.96254934           -0.97964084        -0.93795103
126       -0.96319349          -0.96319349           -0.98066829        -0.95590665
127       -0.29970975          -0.29970975           -0.08384880        -0.40830443
128       -0.27847428          -0.27847428           -0.40418388        -0.42023600
129        0.26434190           0.26434190            0.09523394        -0.38842033
130       -0.97199425          -0.97199425           -0.98652087        -0.97122506
131       -0.95691990          -0.95691990           -0.97160651        -0.94561440
132       -0.94218643          -0.94218643           -0.97855262        -0.94928915
133       -0.16159179          -0.16159179            0.11153292        -0.39077568
134       -0.15875747          -0.15875747           -0.08765016        -0.20255818
135        0.13326748           0.13326748           -0.03376410        -0.26392198
136       -0.92433618          -0.92433618           -0.96857678        -0.93326849
137       -0.93986632          -0.93986632           -0.95882510        -0.90077656
138       -0.90940776          -0.90940776           -0.95984982        -0.92391157
139       -0.20998935          -0.20998935           -0.02681944         0.16334645
140       -0.27189371          -0.27189371           -0.36270885        -0.36673299
141        0.23036396           0.23036396            0.29208720         0.05399729
142       -0.92496326          -0.92496326           -0.97366878        -0.93700610
143       -0.95166986          -0.95166986           -0.97481153        -0.92379657
144       -0.95787199          -0.95787199           -0.98668565        -0.95722759
145       -0.56560147          -0.56560147           -0.54287006        -0.48980939
146       -0.48000665          -0.48000665           -0.67451306        -0.38775412
147       -0.25946525          -0.25946525           -0.48297693        -0.38216092
    tBodyGyroJerkMag-std() fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAccJerk-std()-X
1              -0.55779815     -0.457651384     -0.169219686      -0.45522215         -0.314313063
2              -0.59729172     -0.320582414      0.084880279      -0.09454498         -0.365415441
3              -0.34318788      0.016104620      0.171973973      -0.16203289          0.049959062
4              -0.98959492     -0.987362090     -0.950073754      -0.95686286         -0.989459107
5              -0.97720443     -0.989056470     -0.957908842      -0.94643358         -0.983007924
6              -0.98971810     -0.973246482     -0.981025106      -0.98479218         -0.987250256
7              -0.73014637     -0.447234930     -0.101799451      -0.59419833         -0.297326072
8              -0.75527046     -0.173217219     -0.101434446      -0.34510982         -0.396762585
9              -0.63707954      0.039009826     -0.322531318      -0.51269430         -0.208250062
10             -0.97580669     -0.981908189     -0.889467349      -0.92699932         -0.978776912
11             -0.96428278     -0.978737638     -0.857380282      -0.88755432         -0.975706724
12             -0.98269821     -0.952464881     -0.946380971      -0.96215445         -0.980079293
13             -0.59986647     -0.218019977     -0.223972559      -0.03379653         -0.170228340
14             -0.74865126     -0.369815777     -0.297641063      -0.24408181         -0.327421990
15             -0.45585543      0.250488759     -0.273561385      -0.03494949          0.009382243
16             -0.96636107     -0.956903459     -0.867613607      -0.81800183         -0.966660404
17             -0.96528705     -0.977579248     -0.938790017      -0.91389683         -0.971278823
18             -0.95280156     -0.940981027     -0.912836751      -0.94197116         -0.968601304
19             -0.50102792     -0.206366497     -0.129775706      -0.43530422         -0.079151827
20             -0.61827236     -0.171957349     -0.051628470      -0.03423472         -0.247598321
21             -0.49410576      0.324957743     -0.063333772      -0.26868617          0.156912679
22             -0.99169620     -0.982242428     -0.912838063      -0.96612104         -0.989550917
23             -0.96440941     -0.982949246     -0.921860477      -0.93809868         -0.968612136
24             -0.95963293     -0.967968039     -0.946229148      -0.95981367         -0.978904364
25             -0.54889045     -0.160707261     -0.208515280      -0.45214669         -0.031059295
26             -0.71340671     -0.278929748     -0.130175559      -0.41859999         -0.390601220
27             -0.45244993      0.048334707      0.016749510      -0.48739013         -0.072311432
28             -0.97826054     -0.983999477     -0.926033976      -0.93591696         -0.977980349
29             -0.96192317     -0.983647207     -0.922852028      -0.91418918         -0.975581439
30             -0.96201202     -0.955207642     -0.950640040      -0.94838083         -0.972820011
31             -0.32211838     -0.353299849      0.092196893      -0.26989640         -0.219716160
32             -0.66921638     -0.266081292      0.114656710      -0.18484223         -0.514337759
33             -0.27649151     -0.068043622     -0.092444417      -0.23331518         -0.114744976
34             -0.99141493     -0.989410583     -0.933666503      -0.93418901         -0.993682170
35             -0.97619766     -0.991817705     -0.947179813      -0.96404808         -0.988185113
36             -0.97511331     -0.966960088     -0.947462328      -0.94585214         -0.987078175
37             -0.72659178     -0.378068199     -0.267273645      -0.43986158         -0.375992795
38             -0.83552513     -0.350639841     -0.190550638      -0.26957139         -0.575331252
39             -0.74415952     -0.285535872     -0.273798158      -0.41825865         -0.416050501
40             -0.99486891     -0.994906566     -0.974980069      -0.97572212         -0.992039061
41             -0.98851967     -0.992789068     -0.952911995      -0.95721618         -0.990287933
42             -0.99215305     -0.984321858     -0.986746451      -0.98722480         -0.986641246
43             -0.14986415     -0.234985644      0.438436341      -0.26649773         -0.122237206
44             -0.45539607     -0.108444760      0.164546750      -0.24243897         -0.187090779
45             -0.27559188      0.113033424      0.560191344      -0.21391676         -0.147278593
46             -0.97507615     -0.983978375     -0.935031700      -0.92494718         -0.983565761
47             -0.92632879     -0.969806179     -0.872525409      -0.91099586         -0.963098912
48             -0.98107930     -0.960997907     -0.964960988      -0.97190132         -0.986213883
49             -0.55602277     -0.462733639     -0.182766477      -0.31464692         -0.507640734
50             -0.63818035     -0.326165553     -0.107787679      -0.28314344         -0.527104719
51             -0.45915985     -0.034908595     -0.169191148      -0.29155382         -0.355930598
52             -0.99072453     -0.991100005     -0.954998005      -0.95440270         -0.989288808
53             -0.97999572     -0.988851853     -0.934454791      -0.92380247         -0.981721691
54             -0.97865910     -0.965167082     -0.984571808      -0.97305778         -0.988140518
55             -0.32532488     -0.319134720      0.056040007      -0.27968675         -0.133586606
56             -0.64855304     -0.337428189      0.021769511       0.08595655         -0.461907026
57             -0.30651065      0.024330839     -0.112963740      -0.29792789         -0.086327897
58             -0.98830873     -0.976412313     -0.917275006      -0.93446956         -0.987492994
59             -0.99473324     -0.996028345     -0.972293102      -0.97793726         -0.995073759
60             -0.93584098     -0.924437435     -0.833625556      -0.81289156         -0.964160709
61             -0.56737156     -0.379276781     -0.124030832      -0.42299847         -0.296596633
62             -0.71802804     -0.285333024     -0.008039875      -0.35079723         -0.486446510
63             -0.58391921     -0.065441719     -0.109722354      -0.38972303         -0.165442899
64             -0.97677268     -0.971605878     -0.849655658      -0.86432246         -0.976283535
65             -0.95767977     -0.969931287     -0.892434349      -0.90480125         -0.960570922
66             -0.98313926     -0.983691129     -0.964094604      -0.96327908         -0.983122616
67             -0.48919975     -0.297517355      0.042602683      -0.48305996         -0.321390320
68             -0.55798807     -0.004738197      0.165037631      -0.28925666         -0.225327843
69             -0.45030321      0.336554725      0.026826988      -0.35339785          0.011055933
70             -0.97039261     -0.982590842     -0.902291530      -0.92184351         -0.976530547
71             -0.94797072     -0.970668409     -0.867933178      -0.85823139         -0.965778921
72             -0.98377138     -0.964953894     -0.972909187      -0.96588219         -0.985625270
73             -0.36470834     -0.345227690      0.101699642      -0.55047462         -0.192694694
74             -0.44007985     -0.021133563      0.159123777      -0.36587418         -0.186815074
75             -0.11122842      0.403369767      0.283247838      -0.40601431          0.088651510
76             -0.95015057     -0.982451285     -0.925676956      -0.92576848         -0.971488767
77             -0.95253623     -0.984067374     -0.921449111      -0.92206722         -0.975235678
78             -0.95315700     -0.932462941     -0.929711220      -0.92400475         -0.968619159
79             -0.09534012     -0.322034908     -0.143721823       0.13331683         -0.365314791
80             -0.67642807     -0.279870086     -0.341025553      -0.12491227         -0.426974026
81             -0.29477868      0.073011080     -0.190187141      -0.10012149         -0.004262891
82             -0.97621443     -0.972879966     -0.904629196      -0.84408305         -0.984026344
83             -0.97210793     -0.980541336     -0.919118753      -0.91235881         -0.978729083
84             -0.97120514     -0.931120581     -0.922917902      -0.95338065         -0.983560175
85             -0.50295726     -0.148386859      0.324844931      -0.15843734         -0.271448185
86             -0.49397503     -0.175284990      0.305401460       0.13376619         -0.247336618
87             -0.15748487     -0.026046326      0.232184078       0.02149148          0.172658982
88             -0.98675667     -0.978256731     -0.923829969      -0.93388985         -0.986913611
89             -0.98246033     -0.989183750     -0.936231723      -0.91974496         -0.990414087
90             -0.96902911     -0.940125298     -0.931236757      -0.93114650         -0.975959911
91             -0.75367142     -0.433703312     -0.096606829      -0.52309339         -0.453943040
92             -0.80112704     -0.198733656     -0.088504815      -0.11370177         -0.458255021
93             -0.67775059      0.179906764      0.026277718      -0.34862658         -0.128341631
94             -0.98625666     -0.983389810     -0.920047162      -0.96788439         -0.981607942
95             -0.99257917     -0.995573763     -0.963506790      -0.98595852         -0.993414564
96             -0.98447648     -0.985322212     -0.973589287      -0.97166808         -0.987122678
97             -0.60610331     -0.395859986     -0.054270997       0.08548921         -0.484797710
98             -0.48581929     -0.304980248      0.356072772       0.68712416         -0.410967870
99             -0.27474400      0.014082609      0.293633900       0.42756383         -0.030239637
100            -0.98696399     -0.976303057     -0.911591208      -0.91767816         -0.981920831
101            -0.96683422     -0.973605554     -0.926055903      -0.91778186         -0.980396602
102            -0.96400992     -0.911972655     -0.905221049      -0.89405571         -0.973491388
103            -0.63778596     -0.332520627      0.080564624      -0.53702641         -0.411500068
104            -0.74895485     -0.008382438     -0.019132833      -0.34960035         -0.207231605
105            -0.56364013      0.466325681      0.119993604      -0.35740756          0.108062741
106            -0.98972005     -0.987384779     -0.919162700      -0.94570471         -0.989314360
107            -0.98143283     -0.990060963     -0.930286443      -0.94790591         -0.986934134
108            -0.97365004     -0.971718825     -0.964590430      -0.92392399         -0.983949291
109            -0.72280844     -0.409070488     -0.354370679      -0.18050132         -0.402884115
110            -0.79729323     -0.369636141     -0.166324239      -0.09456123         -0.538073090
111            -0.59582221      0.266115492     -0.208680588      -0.03797162         -0.125682818
112            -0.98826125     -0.986892418     -0.949829260      -0.93465215         -0.991567868
113            -0.99080943     -0.989100621     -0.958174310      -0.94854027         -0.991847150
114            -0.98821243     -0.971409075     -0.937083637      -0.96252437         -0.989287359
115            -0.53970849     -0.304806274     -0.055613793      -0.26239159         -0.343866129
116            -0.68231163     -0.035538117     -0.025278174      -0.20481571         -0.287219038
117            -0.59231949      0.258941676     -0.086052736      -0.24541354         -0.071876703
118            -0.99444676     -0.994657314     -0.959789142      -0.96292107         -0.994613162
119            -0.99237212     -0.991318528     -0.966427324      -0.96699900         -0.992775378
120            -0.98203812     -0.972438525     -0.942791616      -0.95011696         -0.983213244
121            -0.27148748     -0.057882079      0.112615078      -0.23387233          0.090836649
122            -0.50740029     -0.119934775      0.132557581      -0.23998070         -0.217265178
123            -0.04389850      0.658506543      0.427928785      -0.07836350          0.476803887
124            -0.98583128     -0.975204245     -0.948053070      -0.94751493         -0.988576991
125            -0.98306943     -0.991161671     -0.943193755      -0.94775396         -0.985913722
126            -0.98024551     -0.962085001     -0.974832076      -0.98474100         -0.985278007
127            -0.45036999     -0.308547185     -0.002562942      -0.16496103         -0.107412803
128            -0.64772342     -0.213184048      0.082343428      -0.22716417         -0.462972849
129            -0.50913086      0.266987751      0.277894323      -0.14508171         -0.046386790
130            -0.99030223     -0.992375229     -0.967561290      -0.95641251         -0.990027822
131            -0.97615369     -0.982892837     -0.943545158      -0.94245891         -0.979530485
132            -0.98224647     -0.950929451     -0.957258971      -0.94091901         -0.987061377
133            -0.50310631      0.024395819      0.003868411      -0.25364361          0.018004779
134            -0.67563302      0.132048813      0.230058772      -0.11675334         -0.067797852
135            -0.61765936      0.402891960      0.167409717      -0.38324268          0.040461846
136            -0.97650377     -0.978623190     -0.926995253      -0.90934431         -0.984299609
137            -0.96608615     -0.987400306     -0.923657558      -0.93840988         -0.978773001
138            -0.97420169     -0.945656808     -0.912562857      -0.94116395         -0.974126068
139             0.25017320     -0.329807280     -0.202524062       0.11614344         -0.235172990
140            -0.55127519     -0.234309548      0.038059741       0.10450876         -0.424877553
141             0.05949085     -0.028296248      0.043228369       0.09479410          0.081958719
142            -0.97922700     -0.988345258     -0.930781487      -0.89612526         -0.986019630
143            -0.97238737     -0.986333386     -0.958042411      -0.92611010         -0.984531642
144            -0.98131483     -0.952410958     -0.974304149      -0.97226128         -0.987840853
145            -0.75703254     -0.591449956     -0.170313804      -0.43062459         -0.624145725
146            -0.82488330     -0.437975787     -0.199988429      -0.23729674         -0.690213626
147            -0.67960595     -0.213028874     -0.166842376      -0.44946544         -0.522153341
    fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z
1           -0.015332952         -0.615898188        -0.6040530       -0.53304695       -0.55985664
2           -0.243554147         -0.625090981        -0.4763588       -0.45975849       -0.21807247
3            0.080833349         -0.408227423        -0.3794367       -0.45873275       -0.42298767
4           -0.980804228         -0.988570804        -0.9868085       -0.97735619       -0.96352266
5           -0.973520241         -0.984599905        -0.9749881       -0.97103605       -0.96975430
6           -0.984987393         -0.989345369        -0.9888607       -0.98191062       -0.96317422
7           -0.209900006         -0.772359087        -0.5426468       -0.65465777       -0.71645848
8           -0.314525031         -0.762772175        -0.4835487       -0.48982428       -0.42453351
9           -0.177202094         -0.668867334        -0.4149190       -0.69151837       -0.62165847
10          -0.949293158         -0.981699448        -0.9733331       -0.95412042       -0.93286835
11          -0.944075309         -0.976229506        -0.9124648       -0.94582584       -0.91665163
12          -0.944366882         -0.980261236        -0.9750947       -0.95618250       -0.96580747
13          -0.228380473         -0.419104363        -0.5074045       -0.49099034       -0.34236722
14          -0.590112917         -0.677831083        -0.3616264       -0.35203309       -0.16555455
15          -0.355981821         -0.425377408        -0.4235588       -0.36428257       -0.35656147
16          -0.958522987         -0.964941342        -0.9618360       -0.91058336       -0.93418748
17          -0.968234580         -0.972588749        -0.9247386       -0.94195058       -0.94494281
18          -0.966634136         -0.959714718        -0.9463892       -0.92313194       -0.96568631
19           0.048486767         -0.558512650        -0.4582929       -0.20439282       -0.27329287
20          -0.202796129         -0.662894135        -0.3413016        0.17173579       -0.40382208
21          -0.153355803         -0.396147930        -0.3395144       -0.34323700       -0.15039164
22          -0.982045591         -0.989110860        -0.9897124       -0.98357965       -0.96241856
23          -0.944847394         -0.979428729        -0.9322739       -0.95839986       -0.95890126
24          -0.968120692         -0.978582339        -0.9645446       -0.95345350       -0.97529880
25          -0.094056408         -0.531486322        -0.5931429       -0.44379833       -0.42225652
26          -0.335926381         -0.750114856        -0.5604630       -0.48391839       -0.39609572
27           0.051512313         -0.544461426        -0.4223632       -0.51892313       -0.44851299
28          -0.966538920         -0.981408872        -0.9763399       -0.95904070       -0.95476988
29          -0.956666344         -0.978792833        -0.8843852       -0.93852985       -0.95433576
30          -0.964703657         -0.972713845        -0.9692546       -0.95534368       -0.95642438
31           0.094674160         -0.406173352        -0.4357147       -0.31861851       -0.45533390
32          -0.319400411         -0.689235779        -0.5629110       -0.36428326       -0.27252501
33          -0.141775116         -0.356579476        -0.4521904       -0.24966033       -0.42700825
34          -0.985908120         -0.988612100        -0.9867147       -0.97827071       -0.96945175
35          -0.979412253         -0.987871531        -0.9558184       -0.97142515       -0.97553327
36          -0.981394262         -0.983670049        -0.9734468       -0.95994413       -0.96979721
37          -0.320264113         -0.664327149        -0.7349014       -0.46089066       -0.54840977
38          -0.585531433         -0.784728430        -0.6007113       -0.44342984       -0.46602243
39          -0.464546055         -0.678751080        -0.5139471       -0.60775798       -0.54399611
40          -0.985694744         -0.990141676        -0.9925754       -0.98571009       -0.98279728
41          -0.977179032         -0.989275839        -0.9622727       -0.97880185       -0.97482259
42          -0.986210701         -0.990744753        -0.9930194       -0.98345777       -0.98648305
43           0.255614063         -0.427690452        -0.2799315        0.10770481       -0.26495721
44          -0.255008282         -0.533201713        -0.5320217       -0.07904672        0.09547683
45           0.293119526         -0.405294896        -0.2533656       -0.15996142        0.01830508
46          -0.972776577         -0.978458923        -0.9784335       -0.95801570       -0.94917682
47          -0.940474179         -0.963973098        -0.8905257       -0.90123750       -0.91487201
48          -0.978451447         -0.985707806        -0.9851546       -0.97309252       -0.97499527
49          -0.294353546         -0.511115619        -0.6169158       -0.49589627       -0.45333786
50          -0.535843319         -0.562727123        -0.6029455       -0.58617782       -0.31199641
51          -0.163626808         -0.328569969        -0.4848947       -0.52341270       -0.57328191
52          -0.981550133         -0.986008449        -0.9888916       -0.97625243       -0.97285179
53          -0.970228184         -0.979936741        -0.9618857       -0.96579806       -0.97268865
54          -0.984124532         -0.983185638        -0.9847133       -0.95779295       -0.98360275
55           0.106739857         -0.534713440        -0.5166919       -0.03350816       -0.43656223
56          -0.381777065         -0.726040201        -0.5658925        0.15153891       -0.57170784
57          -0.134580009         -0.401721464        -0.4954225       -0.18141473       -0.23844357
58          -0.982513910         -0.988339185        -0.9779042       -0.96234504       -0.94391784
59          -0.987018227         -0.992349818        -0.9874971       -0.98710773       -0.98234533
60          -0.932217870         -0.960586987        -0.8822965       -0.95123205       -0.91658251
61          -0.005614988         -0.543529108        -0.6151214       -0.56888867       -0.54589639
62          -0.268191524         -0.738705864        -0.4848210       -0.55604595       -0.56109765
63          -0.147728240         -0.613525074        -0.3086303       -0.55309454       -0.54816431
64          -0.956461757         -0.977159572        -0.9680131       -0.93960999       -0.93063315
65          -0.943948547         -0.975595950        -0.9019857       -0.92312594       -0.91974385
66          -0.971044013         -0.983711905        -0.9759864       -0.97703250       -0.96725685
67          -0.054521360         -0.633429996        -0.5293928       -0.50268338       -0.42036708
68          -0.105311153         -0.668825711        -0.5016856       -0.40348639       -0.38037801
69           0.090172010         -0.551178075        -0.5149409       -0.43155278       -0.37470519
70          -0.954464442         -0.976022330        -0.9693904       -0.94757147       -0.94734648
71          -0.936202601         -0.968072301        -0.9127809       -0.93185781       -0.91678936
72          -0.966242580         -0.986135599        -0.9807058       -0.97725780       -0.96330574
73           0.031445068         -0.608624354        -0.5153239       -0.33200871       -0.51220923
74          -0.016981141         -0.571673957        -0.3902481       -0.31361857       -0.30999809
75           0.341242393         -0.389057047        -0.2867249       -0.23547098       -0.27566726
76          -0.946880042         -0.961636555        -0.9634070       -0.94490147       -0.94732680
77          -0.950681450         -0.969895846        -0.9528174       -0.94253917       -0.95445570
78          -0.935717453         -0.963567541        -0.9621650       -0.94536510       -0.94713677
79          -0.043191746         -0.190751539        -0.5636153       -0.29085938       -0.46327002
80          -0.534191303         -0.631919609        -0.3686370       -0.57996461       -0.39306289
81          -0.324378560         -0.397774503        -0.4327310       -0.35171774       -0.49512005
82          -0.971814980         -0.974699194        -0.9427264       -0.93824472       -0.93982602
83          -0.966850290         -0.974533711        -0.9478920       -0.94581816       -0.95433941
84          -0.975886145         -0.975072995        -0.9623483       -0.93972787       -0.95887641
85           0.315883536         -0.404482509        -0.2342520       -0.19080572       -0.14297423
86          -0.070082146         -0.508248317        -0.4099556       -0.04788025        0.26320288
87           0.273943792         -0.084667419        -0.3027351       -0.04613563       -0.26825341
88          -0.983038783         -0.986185349        -0.9853393       -0.96892443       -0.96263225
89          -0.978581730         -0.984465744        -0.9742010       -0.96805550       -0.97597646
90          -0.979170882         -0.968699223        -0.9678464       -0.95031647       -0.97067197
91          -0.170177403         -0.747564612        -0.6231503       -0.45366318       -0.49855464
92          -0.437276329         -0.803845087        -0.5178116       -0.15378785       -0.72992873
93          -0.130443830         -0.628902743        -0.3977228       -0.48112749       -0.39722047
94          -0.968421476         -0.984349607        -0.9891895       -0.98213792       -0.95680277
95          -0.981185824         -0.990378150        -0.9810091       -0.99435309       -0.98230878
96          -0.973486716         -0.983302949        -0.9824246       -0.98266063       -0.96318390
97          -0.353526894         -0.528889535        -0.6300821        0.08329506       -0.18023295
98          -0.371572473         -0.391077873        -0.4647429        0.64623364        0.52245422
99           0.138737970         -0.244857128        -0.3788829        0.07413912        0.18279470
100         -0.968943674         -0.978180021        -0.9815731       -0.95822740       -0.95602881
101         -0.967830182         -0.973594305        -0.9627410       -0.94430686       -0.95016271
102         -0.969113291         -0.974914430        -0.9597405       -0.92995541       -0.95779048
103         -0.060683914         -0.723051141        -0.3576334       -0.36536121       -0.54399759
104         -0.330391430         -0.783004506        -0.4372253       -0.24361227       -0.52374430
105         -0.007228602         -0.461599142        -0.3516300       -0.36097285       -0.34367330
106         -0.979713046         -0.987694114        -0.9888819       -0.97345609       -0.96622865
107         -0.969934104         -0.986654459        -0.9482752       -0.96944288       -0.97128218
108         -0.973215320         -0.980745097        -0.9582245       -0.95999191       -0.96001583
109         -0.433612658         -0.456636283        -0.6737411       -0.61194088       -0.40321979
110         -0.417127012         -0.620123586        -0.5098960       -0.55960060       -0.38730949
111         -0.281507407         -0.364026696        -0.4703735       -0.56521403       -0.52110082
112         -0.983230774         -0.984362469        -0.9820579       -0.95434375       -0.96427005
113         -0.984236462         -0.988657960        -0.9739269       -0.97840242       -0.98352740
114         -0.986215013         -0.988348905        -0.9775096       -0.96813525       -0.98573100
115         -0.047037938         -0.543872996        -0.5048493       -0.43923879       -0.43876870
116         -0.365114264         -0.680325771        -0.5244684       -0.48115412       -0.27789147
117         -0.298931145         -0.573043711        -0.3931947       -0.46939043       -0.54094952
118         -0.989915811         -0.990818248        -0.9900413       -0.98481310       -0.98096965
119         -0.988200349         -0.991450378        -0.9817913       -0.98394658       -0.98672527
120         -0.978343916         -0.983854159        -0.9772035       -0.97062781       -0.97835713
121          0.085401073         -0.227829842        -0.1083888       -0.13301029       -0.22027119
122         -0.013169588         -0.507716206        -0.4775147       -0.14992516       -0.20749812
123          0.349771285         -0.098393010         0.1966133       -0.02848957       -0.21589223
124         -0.980999858         -0.988151916        -0.9855760       -0.95559861       -0.96786925
125         -0.973588518         -0.987524588        -0.9466070       -0.96696724       -0.96321279
126         -0.975964112         -0.988558703        -0.9839448       -0.95983137       -0.97541752
127         -0.014841517         -0.443563413        -0.4918592       -0.41940088       -0.38550536
128         -0.261261053         -0.603127367        -0.5609680       -0.47829964        0.01309164
129         -0.113161860         -0.293237567        -0.4697901       -0.38841875       -0.45077214
130         -0.980347169         -0.986845672        -0.9895593       -0.97472322       -0.97913068
131         -0.966024076         -0.979723340        -0.9645303       -0.95408091       -0.96312457
132         -0.973164433         -0.984925271        -0.9762269       -0.94659986       -0.98327071
133          0.213423556         -0.343195611        -0.3744963       -0.48162441       -0.25317388
134         -0.106099614         -0.528567803        -0.3381398       -0.47388207       -0.22243179
135         -0.027029444         -0.535893778        -0.2845324       -0.57033990       -0.37731903
136         -0.969776055         -0.981272224        -0.9823733       -0.94610794       -0.95104570
137         -0.956169964         -0.984305238        -0.9198518       -0.96217274       -0.96365278
138         -0.958960957         -0.976833164        -0.9580310       -0.96071125       -0.93696564
139         -0.060975310         -0.006236475        -0.5450517        0.28658152       -0.28782087
140         -0.380894443         -0.468956384        -0.5904308       -0.30161998       -0.08225211
141         -0.177697841         -0.098519563        -0.4825983        0.12605232       -0.30589670
142         -0.979564697         -0.977936447        -0.9815232       -0.94373342       -0.96191405
143         -0.977157998         -0.976241316        -0.9416985       -0.94587119       -0.96424992
144         -0.989995617         -0.985502012        -0.9826652       -0.95499731       -0.98531784
145         -0.367760098         -0.690413386        -0.4066781       -0.56720128       -0.60354421
146         -0.638086010         -0.830526637        -0.5001198       -0.34936269       -0.60111261
147         -0.365719830         -0.734990064        -0.3162521       -0.47064112       -0.50673831
    fBodyAccMag-std() fBodyBodyAccJerkMag-std() fBodyBodyGyroMag-std() fBodyBodyGyroJerkMag-std()
1       -0.5771052117               -0.16409197            -0.65179284                -0.55810455
2       -0.3667282438               -0.26042384            -0.43862040                -0.62182020
3       -0.0214787882                0.22748073            -0.37257676                -0.34369899
4       -0.9555756022               -0.98412419            -0.96138575                -0.98963291
5       -0.9605193815               -0.97516046            -0.95678873                -0.97775430
6       -0.9751213879               -0.98456849            -0.96109838                -0.98949266
7       -0.6511726282               -0.32045870            -0.59393720                -0.75776808
8       -0.3010058985               -0.49732409            -0.55248963                -0.79420948
9       -0.2636440303               -0.28042678            -0.45767409                -0.68547093
10      -0.9198157096               -0.96158452            -0.92885055                -0.97626175
11      -0.8953400421               -0.96003250            -0.88719440                -0.96643022
12      -0.9371879760               -0.95803712            -0.94710033                -0.98254363
13      -0.5138919533               -0.32233754            -0.56271453                -0.62435192
14      -0.5099294614               -0.48493575            -0.45684133                -0.78778159
15       0.0888671674                0.07055261            -0.42417074                -0.48515891
16      -0.8691725114               -0.94939498            -0.90647123                -0.96599701
17      -0.9402655464               -0.96359316            -0.91090966                -0.96477080
18      -0.9219297384               -0.95509471            -0.90340058                -0.95229047
19      -0.3704719440                0.05020876            -0.49975980                -0.51767580
20      -0.3614375347               -0.33436504            -0.16696938                -0.67129056
21      -0.0616742841                0.03802667            -0.38778010                -0.54498852
22      -0.9415119528               -0.98326674            -0.96245996                -0.99140910
23      -0.9450482430               -0.95210596            -0.92296155                -0.96505582
24      -0.9443049747               -0.96537755            -0.93370132                -0.96077288
25      -0.4088962994               -0.01395391            -0.49480222                -0.56493401
26      -0.3952851310               -0.34656514            -0.56443509                -0.73313076
27      -0.1051249721                0.04206313            -0.42355397                -0.48678042
28      -0.9506471888               -0.97295144            -0.94846098                -0.97925639
29      -0.9397419290               -0.96414560            -0.85003317                -0.96290974
30      -0.9421332552               -0.96165300            -0.94037383                -0.96191161
31      -0.4383889532               -0.11359192            -0.37995184                -0.34928561
32      -0.4090655164               -0.49109081            -0.47077080                -0.71226150
33      -0.2109127664               -0.07098938            -0.40056006                -0.34309486
34      -0.9385299310               -0.98833230            -0.96426810                -0.99121945
35      -0.9704453789               -0.98062126            -0.94685749                -0.97646733
36      -0.9494313192               -0.97804435            -0.94613343                -0.97279863
37      -0.5655630570               -0.44445349            -0.66890815                -0.76940839
38      -0.4362189334               -0.58792608            -0.53304464                -0.86091099
39      -0.3442994342               -0.38656507            -0.53384493                -0.76343080
40      -0.9822261516               -0.99104430            -0.98125263                -0.99496762
41      -0.9732648536               -0.98627736            -0.95911346                -0.98840747
42      -0.9876484845               -0.98971066            -0.98146884                -0.99273796
43      -0.3899340043               -0.03106503            -0.19621024                -0.17197577
44      -0.3202410123               -0.28045003            -0.36094834                -0.50282154
45       0.0002421746                0.07903798            -0.15168199                -0.28165729
46      -0.9421512315               -0.97259774            -0.94372576                -0.97522659
47      -0.9186518803               -0.93602503            -0.84912735                -0.92722572
48      -0.9418940855               -0.97956520            -0.96420592                -0.98198615
49      -0.5902658455               -0.40297998            -0.66803280                -0.56744773
50      -0.4062833776               -0.45964780            -0.54907099                -0.65387695
51      -0.1752917087               -0.08275549            -0.47014727                -0.47803049
52      -0.9658522621               -0.98561372            -0.96910590                -0.99093306
53      -0.9495225564               -0.97319551            -0.95440718                -0.97975510
54      -0.9710630240               -0.98328512            -0.96136908                -0.98009698
55      -0.3980325868               -0.10349240            -0.32101795                -0.38160191
56      -0.4162601015               -0.53305985            -0.18298552                -0.69393052
57      -0.1865303011               -0.10405226            -0.39835039                -0.39191988
58      -0.9284448017               -0.98160618            -0.93219837                -0.98704962
59      -0.9823138047               -0.99253600            -0.97846607                -0.99467112
60      -0.7983009404               -0.92180398            -0.82431944                -0.93266067
61      -0.4563730809               -0.08985199            -0.63264329                -0.54908701
62      -0.4479943692               -0.48060920            -0.44518180                -0.74003344
